name,Location,Room_Type,Bed,Price,tax,Reviews,link
Eastin Easy Vita,Vita,Superior Double Room,1 full bed,"₹ 2,620",+₹ 314 taxes and fees,Scored 8.9,https://www.booking.comhttps://www.booking.com/hotel/in/eastin-easy-vita.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394963&all_sr_blocks=640205301_257119249_1_42_0&highlighted_blocks=640205301_257119249_1_42_0&matching_block_id=640205301_257119249_1_42_0&sr_pri_blocks=640205301_257119249_1_42_0__262000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
SPOT ON Hotel Maha Lakshmi,Ongole,Classic Triple Room,1 queen bed,₹ 917,+₹ 127 taxes and fees,Scored 8.3,https://www.booking.comhttps://www.booking.com/hotel/in/spot-on-maha-lakshmi.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394963&all_sr_blocks=1086031902_381544898_1_0_0&highlighted_blocks=1086031902_381544898_1_0_0&matching_block_id=1086031902_381544898_1_0_0&sr_pri_blocks=1086031902_381544898_1_0_0__91696&from=searchresults#hotelTmpl
"The Asha Residency - Majestic Mountain View , Shimla",Shimla,Deluxe Queen Room,1 king bed,"₹ 1,895",+₹ 227 taxes and fees,Scored 7.1,https://www.booking.comhttps://www.booking.com/hotel/in/asha-homestay-shimla-shimla.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394963&all_sr_blocks=1137769401_386500498_1_42_0&highlighted_blocks=1137769401_386500498_1_42_0&matching_block_id=1137769401_386500498_1_42_0&sr_pri_blocks=1137769401_386500498_1_42_0__189540&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
The Sky Imperial Hotel Kailash,Jamnagar,Deluxe King Room,1 queen bed,"₹ 3,525",+₹ 423 taxes and fees,Scored 7.7,https://www.booking.comhttps://www.booking.com/hotel/in/the-sky-imperial-kailash.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394963&all_sr_blocks=1103767901_383219315_2_42_0&highlighted_blocks=1103767901_383219315_2_42_0&matching_block_id=1103767901_383219315_2_42_0&sr_pri_blocks=1103767901_383219315_2_42_0__352500&from=searchresults#hotelTmpl
Serene Crest Resort,Mananthavady,Double Room with Pool View,Multiple bed types,"₹ 6,299",+₹ 756 taxes and fees,Scored 9.0,https://www.booking.comhttps://www.booking.com/hotel/in/serene-crest-resort-amp-spa.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394963&all_sr_blocks=773031601_383304987_2_41_0&highlighted_blocks=773031601_383304987_2_41_0&matching_block_id=773031601_383304987_2_41_0&sr_pri_blocks=773031601_383304987_2_41_0__629900&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Desert Dream Royal Camp with Pool,Jaisalmer,Deluxe Room,1 queen bed,"₹ 4,607",+₹ 553 taxes and fees,Scored 10,https://www.booking.comhttps://www.booking.com/hotel/in/boutique-dream-palace.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=26&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394815&all_sr_blocks=1155921901_388370150_1_17_0&highlighted_blocks=1155921901_388370150_1_17_0&matching_block_id=1155921901_388370150_1_17_0&sr_pri_blocks=1155921901_388370150_1_17_0__460728&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
The Heritage Group Of Houseboats,"Dal Lake, Srinagar",Superior Double Room,"2 beds (1 twin, 1 full)","₹ 6,574",+₹ 789 taxes and fees,Scored 7.2,https://www.booking.comhttps://www.booking.com/hotel/in/tsushima-palace-srinagar.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=27&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394815&all_sr_blocks=1138369402_387586828_0_42_0&highlighted_blocks=1138369402_387586828_0_42_0&matching_block_id=1138369402_387586828_0_42_0&sr_pri_blocks=1138369402_387586828_0_42_0__657360&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
CJ GRANDE BUSINESS HOTEL,Ernakulam,Suite,"Private suite • 1 bedroom • 1 living room • 1 bathroom • 35m²3 beds (1 full, 2 sofa beds)","₹ 2,800",+₹ 336 taxes and fees,Scored 7.5,https://www.booking.comhttps://www.booking.com/hotel/in/cj-grande-business.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=28&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394815&all_sr_blocks=889822502_359121945_2_2_0&highlighted_blocks=889822502_359121945_2_2_0&matching_block_id=889822502_359121945_2_2_0&sr_pri_blocks=889822502_359121945_2_2_0__280000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Cranganor History Café & Riverside Château,Parūr,Deluxe Double or Twin Room with Pool View,1 queen bed,"₹ 8,910","+₹ 1,604 taxes and fees",Scored 9.6,https://www.booking.comhttps://www.booking.com/hotel/in/cranganor-history-cafe-amp-homestay.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=29&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394815&all_sr_blocks=291493904_109116929_0_1_0&highlighted_blocks=291493904_109116929_0_1_0&matching_block_id=291493904_109116929_0_1_0&sr_pri_blocks=291493904_109116929_0_1_0__891000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Stay @Northview park hotel zirakpur,Zirakpur,Deluxe Queen Room,1 full bed,"₹ 1,295",+₹ 155 taxes and fees,Scored 7.6,https://www.booking.comhttps://www.booking.com/hotel/in/stay-northview-park-zirakpur.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=30&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394815&all_sr_blocks=1065082403_378901083_2_40_0&highlighted_blocks=1065082403_378901083_2_40_0&matching_block_id=1065082403_378901083_2_40_0&sr_pri_blocks=1065082403_378901083_2_40_0__129500&from=searchresults#hotelTmpl
Diamond Admire Hotel & Banquets by MMD,Noida,Deluxe King Room,1 queen bed,"₹ 2,430",+₹ 292 taxes and fees,Scored 8.3,https://www.booking.comhttps://www.booking.com/hotel/in/diamond-admire-and-banquets.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=31&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394815&all_sr_blocks=1114380902_384411969_1_42_0&highlighted_blocks=1114380902_384411969_1_42_0&matching_block_id=1114380902_384411969_1_42_0&sr_pri_blocks=1114380902_384411969_1_42_0__243000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Cleveland Resorts Kanthalloor,Kanthalloor,Deluxe Double Room,1 queen bed,"₹ 5,087",+₹ 610 taxes and fees,Scored 7.6,https://www.booking.comhttps://www.booking.com/hotel/in/cleveland-resorts-kanthalloor.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=32&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394815&all_sr_blocks=1106338201_389521276_2_42_0&highlighted_blocks=1106338201_389521276_2_42_0&matching_block_id=1106338201_389521276_2_42_0&sr_pri_blocks=1106338201_389521276_2_42_0__508662&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
"The Pearl Grand, Top Rated & Most Awarded Property in Chandigarh",Zirakpur,Deluxe Room,1 full bed,"₹ 1,439",+₹ 173 taxes and fees,Scored 5.8,https://www.booking.comhttps://www.booking.com/hotel/in/wild-fern.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=33&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394815&all_sr_blocks=1046032001_376922082_1_0_0&highlighted_blocks=1046032001_376922082_1_0_0&matching_block_id=1046032001_376922082_1_0_0&sr_pri_blocks=1046032001_376922082_1_0_0__143920&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
"""Hotel The Lycoris"" Near Bus Stand ZIRAKPUR on AMBALA HIGHWAY",Zirakpur,Deluxe Double Room (2 Adults + 1 Child),1 queen bed,"₹ 1,102",+₹ 132 taxes and fees,Scored 7.8,https://www.booking.comhttps://www.booking.com/hotel/in/the-lycoris.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=34&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394815&all_sr_blocks=974124302_369796067_2_2_0&highlighted_blocks=974124302_369796067_2_2_0&matching_block_id=974124302_369796067_2_2_0&sr_pri_blocks=974124302_369796067_2_2_0__110200&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
The Daulat - A Few Steps From Mall Road,"Old Manali, Manāli",Superior King Room,1 king bed,"₹ 2,809",+₹ 337 taxes and fees,Scored 7.7,https://www.booking.comhttps://www.booking.com/hotel/in/mahajan-manali-manali.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=35&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394815&all_sr_blocks=1142237903_387061654_3_42_0&highlighted_blocks=1142237903_387061654_3_42_0&matching_block_id=1142237903_387061654_3_42_0&sr_pri_blocks=1142237903_387061654_3_42_0__280900&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Hotel Kanchan Classic Manali,"Old Manali, Manāli",Double Room,1 full bed,₹ 820,+₹ 98 taxes and fees,Scored 8.0,https://www.booking.comhttps://www.booking.com/hotel/in/doulat-and-restaurant.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=36&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394815&all_sr_blocks=916045301_363082470_2_42_0&highlighted_blocks=916045301_363082470_2_42_0&matching_block_id=916045301_363082470_2_42_0&sr_pri_blocks=916045301_363082470_2_42_0__82000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
The White House - A Four Star Luxury Hotel,Shimla,King Room,1 full bed,"₹ 4,042",+₹ 485 taxes and fees,Scored 6.5,https://www.booking.comhttps://www.booking.com/hotel/in/aston-shimla-hills-shimla.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=37&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394815&all_sr_blocks=1116517005_384537528_3_34_0&highlighted_blocks=1116517005_384537528_3_34_0&matching_block_id=1116517005_384537528_3_34_0&sr_pri_blocks=1116517005_384537528_3_34_0__404200&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Orchid Trails Resort,Sultan Bathery,Superior King Room,1 king bed,"₹ 4,048",+₹ 486 taxes and fees,Scored 7.9,https://www.booking.comhttps://www.booking.com/hotel/in/orchid-resort.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=38&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394815&all_sr_blocks=44790904_308956113_2_41_0&highlighted_blocks=44790904_308956113_2_41_0&matching_block_id=44790904_308956113_2_41_0&sr_pri_blocks=44790904_308956113_2_41_0__404800&from=searchresults#hotelTmpl
Unity Holiday Resort - Statue Of Unity,Kevadia,Deluxe King Room,Multiple bed types,"₹ 2,835",+₹ 340 taxes and fees,Scored 7.8,https://www.booking.comhttps://www.booking.com/hotel/in/unity-holiday-resort-vadodara.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=39&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394815&all_sr_blocks=900428002_360920600_1_41_0&highlighted_blocks=900428002_360920600_1_41_0&matching_block_id=900428002_360920600_1_41_0&sr_pri_blocks=900428002_360920600_1_41_0__283500&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Hotel Ram Ghat inn -In Front Of Mandakini River,Sītāpur Mūāfi,Budget Double Room,1 full bed,"₹ 1,259",+₹ 151 taxes and fees,Scored 6.6,https://www.booking.comhttps://www.booking.com/hotel/in/ram-ghat-inn.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=40&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394815&all_sr_blocks=1098805603_382747220_2_42_0&highlighted_blocks=1098805603_382747220_2_42_0&matching_block_id=1098805603_382747220_2_42_0&sr_pri_blocks=1098805603_382747220_2_42_0__125940&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
The Sky Imperial - Shahi Hotels & Resort,Nāthdwāra,Deluxe Double Room,1 king bed,"₹ 2,240",+₹ 269 taxes and fees,Scored 8.8,https://www.booking.comhttps://www.booking.com/hotel/in/the-sky-imperial-shahi-hotels-amp-resort-nathdwara.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=41&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394815&all_sr_blocks=846507501_351704560_2_10_0&highlighted_blocks=846507501_351704560_2_10_0&matching_block_id=846507501_351704560_2_10_0&sr_pri_blocks=846507501_351704560_2_10_0__224000&from=searchresults#hotelTmpl
Storii By ITC Hotels Moira Riviera,Moira,Quadruple Room,2 queen beds,"₹ 23,999","+₹ 4,320 taxes and fees",Scored 8.4,https://www.booking.comhttps://www.booking.com/hotel/in/storii-by-itc-hotels-moira-riviera.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=42&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394815&all_sr_blocks=981876105_383010115_2_2_0&highlighted_blocks=981876105_383010115_2_2_0&matching_block_id=981876105_383010115_2_2_0&sr_pri_blocks=981876105_383010115_2_2_0__2399900&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Elephant Passage,Munnar,Jacuzzi Suite with 10% discount on Spa,1 queen bed,"₹ 13,800","+₹ 2,484 taxes and fees",Scored 8.5,https://www.booking.comhttps://www.booking.com/hotel/in/the-elephant-passage.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=43&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394815&all_sr_blocks=786427003_366471034_2_41_0&highlighted_blocks=786427003_366471034_2_41_0&matching_block_id=786427003_366471034_2_41_0&sr_pri_blocks=786427003_366471034_2_41_0__1380000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
FabHotel Lily Grand,Kakarmatha,Deluxe Double Room,1 full bed,"₹ 1,164",+₹ 140 taxes and fees,Scored 8.2,https://www.booking.comhttps://www.booking.com/hotel/in/collection-o-76310-lily-grand-hyderabad-gate.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=44&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394815&all_sr_blocks=685092108_377203839_1_42_0&highlighted_blocks=685092108_377203839_1_42_0&matching_block_id=685092108_377203839_1_42_0&sr_pri_blocks=685092108_377203839_1_42_0__116424&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
